"","activityid","activitylabel","subjectid","TimeBodyAccMeanX","TimeBodyAccMeanY","TimeBodyAccMeanZ","TimeBodyAccStDevX","TimeBodyAccStDevY","TimeBodyAccStDevZ","TimeGravityAccMeanX","TimeGravityAccMeanY","TimeGravityAccMeanZ","TimeGravityAccStDevX","TimeGravityAccStDevY","TimeGravityAccStDevZ","TimeBodyAccJerkMeanX","TimeBodyAccJerkMeanY","TimeBodyAccJerkMeanZ","TimeBodyAccJerkStDevX","TimeBodyAccJerkStDevY","TimeBodyAccJerkStDevZ","TimeBodyGyroMeanX","TimeBodyGyroMeanY","TimeBodyGyroMeanZ","TimeBodyGyroStDevX","TimeBodyGyroStDevY","TimeBodyGyroStDevZ","TimeBodyGyroJerkMeanX","TimeBodyGyroJerkMeanY","TimeBodyGyroJerkMeanZ","TimeBodyGyroJerkStDevX","TimeBodyGyroJerkStDevY","TimeBodyGyroJerkStDevZ","TimeBodyAccMagMean","TimeBodyAccMagStDev","TimeGravityAccMagMean","TimeGravityAccMagStDev","TimeBodyAccJerkMagMean","TimeBodyAccJerkMagStDev","TimeBodyGyroMagMean","TimeBodyGyroMagStDev","TimeBodyGyroJerkMagMean","TimeBodyGyroJerkMagStDev","FrequencyBodyAccMeanX","FrequencyBodyAccMeanY","FrequencyBodyAccMeanZ","FrequencyBodyAccStDevX","FrequencyBodyAccStDevY","FrequencyBodyAccStDevZ","FrequencyBodyAccMeanFreqX","FrequencyBodyAccMeanFreqY","FrequencyBodyAccMeanFreqZ","FrequencyBodyAccJerkMeanX","FrequencyBodyAccJerkMeanY","FrequencyBodyAccJerkMeanZ","FrequencyBodyAccJerkStDevX","FrequencyBodyAccJerkStDevY","FrequencyBodyAccJerkStDevZ","FrequencyBodyAccJerkMeanFreqX","FrequencyBodyAccJerkMeanFreqY","FrequencyBodyAccJerkMeanFreqZ","FrequencyBodyGyroMeanX","FrequencyBodyGyroMeanY","FrequencyBodyGyroMeanZ","FrequencyBodyGyroStDevX","FrequencyBodyGyroStDevY","FrequencyBodyGyroStDevZ","FrequencyBodyGyroMeanFreqX","FrequencyBodyGyroMeanFreqY","FrequencyBodyGyroMeanFreqZ","FrequencyBodyAccMagMean","FrequencyBodyAccMagStDev","FrequencyBodyAccMagMeanFreq","FrequencyBodyBodyAccJerkMagMean","FrequencyBodyBodyAccJerkMagStDev","FrequencyBodyBodyAccJerkMagMeanFreq","FrequencyBodyBodyGyroMagMean","FrequencyBodyBodyGyroMagStDev","FrequencyBodyBodyGyroMagMeanFreq","FrequencyBodyBodyGyroJerkMagMean","FrequencyBodyBodyGyroJerkMagStDev","FrequencyBodyBodyGyroJerkMagMeanFreq"
"11",1,"WALKING",21,0.26015523,-0.040401299,-0.1502772,-0.35949239,0.012516817,-0.22044158,0.87005623,-0.36468948,-0.19336667,-0.98598412,-0.97608462,-0.96297911,-0.038673511,0.27873047,-0.07256152,-0.18141716,-0.15239376,-0.43310023,0.061637943,-0.15368974,0.034429816,-0.45083244,-0.43754738,-0.34282831,0.011429514,-0.016144425,-0.098082603,-0.27176903,-0.51789996,-0.50790229,-0.18273361,-0.35086403,-0.18273361,-0.35086403,-0.20610212,-0.18479229,-0.31554011,-0.45912272,-0.46317915,-0.47314834,-0.35525708,0.0061246365,-0.34154135,-0.36108874,-0.04802715,-0.21697729,-0.17162924,0.049393855,0.15454233,-0.27768144,-0.21616185,-0.41063827,-0.15586064,-0.13823998,-0.45275536,-0.16545404,-0.50461388,-0.34866013,-0.2554804,-0.40822768,-0.29647656,-0.51356054,-0.4604369,-0.41877695,-0.063909365,-0.050533975,-0.2360876,-0.33593079,-0.45995452,0.1090764,-0.26043254,-0.10093494,0.13008468,-0.44170579,-0.56842387,0.41365261,-0.50903933,-0.46476606,0.34134718
"12",1,"WALKING",3,0.24745185,-0.0054215092,-0.10959878,-0.39738762,-0.14434032,-0.37197274,0.93965592,-0.27395698,-0.10112523,-0.99272625,-0.95696343,-0.93539121,0.061147936,0.19582957,0.033421936,-0.29421001,-0.13781798,-0.54455909,-0.0024133817,-0.14461133,0.075883869,-0.55845392,-0.61711052,-0.52649877,-0.065617163,-0.090369798,0.011701675,-0.39083988,-0.71461549,-0.60442056,-0.29071646,-0.38277579,-0.29071646,-0.38277579,-0.31595048,-0.20737352,-0.48391498,-0.6434843,-0.60356586,-0.65024403,-0.40212833,-0.1987227,-0.43316478,-0.3954377,-0.17012538,-0.38745597,-0.32202898,0.1215769,-0.080559155,-0.37067694,-0.27080963,-0.5444926,-0.27824569,-0.054601509,-0.54322452,-0.27814852,-0.35338157,-0.41801455,-0.4234906,-0.60846763,-0.50047005,-0.60136933,-0.62521576,-0.57854219,-0.11750655,-0.17241473,-0.059958239,-0.3326305,-0.50858033,0.12984756,-0.25646944,-0.15358241,-0.13521792,-0.63300639,-0.71461593,0.26325335,-0.71226324,-0.60491164,0.2540167
"13",1,"WALKING",6,0.33126789,0.0019897078,-0.13315253,-0.2755508,0.22188772,-0.49000207,0.95816978,-0.20925203,0.052257693,-0.98947169,-0.97526685,-0.96909192,0.15027826,-0.61734562,-0.040686868,-0.12167541,0.067450202,-0.48935704,-0.017931378,-0.08973495,0.11936558,-0.41345064,-0.35274827,-0.33624625,-0.36178559,-0.034450653,-0.27102959,-0.081274382,-0.35927685,-0.03909373,-0.13839638,-0.23733428,-0.13839638,-0.23733428,-0.14987006,-0.059072596,-0.27558164,-0.36570938,-0.24970583,-0.27698447,-0.15525572,0.29664751,-0.43653026,-0.32880395,0.10190423,-0.56768907,-0.28906799,0.15516934,0.33854348,-0.13227919,-0.049887532,-0.43284594,-0.19005452,0.12432686,-0.54457324,-0.21975774,-0.56183954,0.14486004,-0.088753383,-0.34901862,-0.13777585,-0.52594004,-0.35962671,-0.47695585,0.27754766,0.11312365,0.36795545,-0.19289233,-0.381935,0.21513326,-0.053119501,-0.072545076,-0.18206657,-0.26147356,-0.57648665,0.47964122,-0.25852234,-0.35274355,0.28801749
"14",1,"WALKING",3,0.293718,0.0054011672,-0.094846491,-0.35979881,-0.069840761,-0.35289195,0.94786257,-0.27527019,-0.12492123,-0.97511818,-0.9825284,-0.97047418,0.2507975,-0.11045841,-0.11931218,-0.2287137,-0.04906514,-0.51117158,-0.030080005,-0.063556361,0.060036485,-0.58149382,-0.5842588,-0.4714905,-0.23438438,0.035011029,-0.079759816,-0.29810458,-0.66346766,-0.58275519,-0.25597065,-0.29930708,-0.25597065,-0.29930708,-0.24997547,-0.13742851,-0.48954181,-0.56706123,-0.55964247,-0.56415559,-0.3111907,-0.18166168,-0.40432136,-0.37992947,-0.073166032,-0.37517702,-0.12509837,0.17167822,-0.058652654,-0.26116727,-0.19546413,-0.53026101,-0.26289135,0.042412576,-0.49324304,-0.21329425,-0.3094252,-0.59933083,-0.42769571,-0.59431932,-0.47901549,-0.63101315,-0.58103101,-0.51723843,0.20130712,-0.041135236,-0.11291159,-0.30418332,-0.40516444,0.083337262,-0.2444113,-0.018608228,0.0512567,-0.59107968,-0.62476741,0.32097087,-0.63518559,-0.51253259,0.34624145
"15",1,"WALKING",6,0.24499297,-0.016488286,-0.10479621,-0.28496683,0.32222785,-0.43623357,0.94324494,-0.23316516,0.057389697,-0.98345896,-0.95080968,-0.97592687,-0.1078474,0.67056079,0.15418379,-0.21236892,0.23941087,-0.46925305,-0.026004598,-0.074572885,0.11845184,-0.37790903,-0.29783318,-0.29322798,-0.14048898,0.035617099,0.14940354,0.082124388,-0.25753232,-0.0093203867,-0.10973489,-0.20387195,-0.10973489,-0.20387195,-0.12494433,-0.060059664,-0.22826572,-0.30507756,-0.14433917,-0.18122988,-0.20405187,0.39261117,-0.39493194,-0.31943512,0.198551,-0.5092665,-0.2565129,0.27567289,0.3672748,-0.20908569,0.10363627,-0.42282192,-0.28874757,0.30493404,-0.51332178,-0.21670067,-0.56678338,0.00062161731,-0.056998881,-0.30696343,-0.078276044,-0.48719266,-0.29719132,-0.4448345,0.12209834,0.21330572,0.36868927,-0.13713877,-0.36759021,0.28784145,-0.035605883,-0.095897509,0.12307422,-0.24165647,-0.48238587,0.43775163,-0.22435425,-0.18393187,0.23085782
"16",1,"WALKING",6,0.22702662,-0.011857517,-0.076288876,-0.295424,0.30718947,-0.41709332,0.94711648,-0.22768885,0.055074349,-0.9787396,-0.96422585,-0.98545554,0.57832483,-0.13722727,0.10177323,-0.21173419,0.22023636,-0.4185488,-0.070322988,-0.096495641,0.13284332,-0.39197857,-0.29343092,-0.34127019,0.32078969,-0.1839678,-0.030914454,0.073294592,-0.23336859,-0.044180403,-0.12556036,-0.17708351,-0.12556036,-0.17708351,-0.13593918,-0.011874808,-0.25081142,-0.28112948,-0.16313337,-0.12256026,-0.14148639,0.23857058,-0.40087811,-0.36609719,0.25999621,-0.47458074,0.06126003,-0.0381084,0.53821822,-0.19420022,0.035014021,-0.39169179,-0.30558436,0.33504842,-0.44229208,-0.13815974,-0.56996738,0.30858919,-0.032726454,-0.27237286,-0.14818639,-0.51867179,-0.31176395,-0.47902348,0.51159015,0.21360032,0.29018697,-0.068299134,-0.37345468,0.31031843,-0.043481498,0.020045977,-0.088885387,-0.23057848,-0.45013996,0.47834153,-0.1572373,-0.13989367,0.084609955
"17",1,"WALKING",11,0.31843399,-0.014044801,-0.077155988,-0.32123131,-0.0057474434,-0.55084292,0.95547727,-0.21656904,0.08915628,-0.98705708,-0.98723242,-0.97450748,0.015463652,-0.1834323,-0.23007142,-0.33484888,-0.10607743,-0.6576758,0.037055905,-0.092756261,0.10642412,-0.62542858,-0.47915585,-0.44329118,-0.082806494,-0.067398445,0.12916023,-0.53772667,-0.6973972,-0.53543731,-0.20999415,-0.45207639,-0.20999415,-0.45207639,-0.32400348,-0.31250738,-0.4413403,-0.59051301,-0.6154661,-0.70182874,-0.31647459,-0.0043680781,-0.5636303,-0.32303879,-0.069331008,-0.57908181,-0.45435014,-0.0065489154,0.33581274,-0.36912945,-0.18327413,-0.6378498,-0.35753309,-0.08038295,-0.67505932,-0.38817804,-0.5397757,-0.20721329,-0.52424015,-0.61097645,-0.37062763,-0.6575112,-0.41577921,-0.52014547,-0.25544714,-0.36899407,-0.073958037,-0.42203094,-0.55448521,-0.016238751,-0.29108969,-0.34374224,-0.16740999,-0.61346665,-0.64494961,-0.041922194,-0.71370176,-0.70716836,-0.3206603
"18",1,"WALKING",6,0.34239037,-0.039469027,-0.1286501,-0.27494262,0.4014467,-0.45885025,0.95743166,-0.21384646,0.05042129,-0.99073607,-0.98625915,-0.95604659,-0.064663633,-0.043469546,-0.064993034,-0.16122593,0.28633836,-0.47519623,-0.035574906,-0.11736859,0.071976739,-0.36728903,-0.29220033,-0.26073324,-0.39823794,0.0081941779,0.071062064,-0.017153245,-0.3176883,0.033829232,-0.085582696,-0.1647458,-0.085582696,-0.1647458,-0.071586263,-0.063817889,-0.20367011,-0.33142121,-0.16429788,-0.30531439,-0.18127299,0.30190275,-0.40498553,-0.31531438,0.36356296,-0.53920036,-0.34781324,-0.073963681,0.27323254,-0.20881687,0.13275277,-0.43719679,-0.18530464,0.36713347,-0.51046408,-0.37263102,-0.40208517,-0.029189696,-0.074697918,-0.27402434,-0.073962342,-0.46462982,-0.30867593,-0.40116204,0.24583441,0.086511655,0.35538995,-0.18202472,-0.28475132,0.12073412,-0.093770484,-0.032597498,-0.040715496,-0.26996208,-0.50257653,0.46408219,-0.27614603,-0.39583252,0.27384658
"19",1,"WALKING",11,0.34820795,-0.015628252,-0.11462914,-0.40327175,0.11644871,-0.57203227,0.95184381,-0.22228203,0.096932849,-0.99051468,-0.94829946,-0.96833578,-0.0089177291,-0.11817928,0.092358454,-0.34728981,-0.028752355,-0.74610551,-0.010672732,-0.101871,0.027294059,-0.62029869,-0.49005205,-0.416964,-0.22590382,0.091240357,-0.15873531,-0.51285547,-0.71817406,-0.52831717,-0.22295884,-0.49881859,-0.22295884,-0.49881859,-0.30907371,-0.33887056,-0.440259,-0.59568126,-0.60647209,-0.73923858,-0.37475377,0.072493821,-0.64587742,-0.41481696,0.06888773,-0.56593943,-0.44976082,-0.086404943,-0.093275873,-0.42539367,-0.078974253,-0.72878766,-0.32562246,-0.038168317,-0.76122738,-0.55318043,-0.32166382,-0.32596964,-0.52932329,-0.59717941,-0.36875841,-0.64918662,-0.43732124,-0.48690422,-0.053738561,-0.28651436,-0.23320716,-0.45569904,-0.60233965,0.14889664,-0.330326,-0.35376726,0.098847589,-0.62276086,-0.64625749,0.020850257,-0.74019387,-0.7562182,-0.11461728
"20",1,"WALKING",30,0.25798684,-0.0010034132,-0.11106915,-0.38934737,-0.23801781,-0.23067803,0.96006334,-0.17912214,-0.032666608,-0.98637152,-0.98004453,-0.96890443,0.16072665,0.088615973,-0.049868104,-0.46059272,-0.38221415,-0.62409228,-0.0043218494,-0.16336208,0.08053066,-0.43380126,-0.031827111,-0.2626215,-0.17751741,0.057843203,0.21145413,-0.54942578,-0.52449992,-0.53364771,-0.27510528,-0.37238262,-0.27510528,-0.37238262,-0.45506467,-0.46315026,-0.076404731,-0.35779918,-0.53097724,-0.55726702,-0.40062597,-0.31067102,-0.42989555,-0.38486256,-0.24922895,-0.19165068,-0.51958721,-0.084987012,-0.23460427,-0.46839347,-0.44215581,-0.58231788,-0.50107845,-0.3574058,-0.66452816,-0.42587984,-0.43145236,-0.20180029,-0.45307901,-0.21178948,-0.28865995,-0.43620753,0.057536242,-0.32155805,-0.20150826,-0.48940954,-0.029654247,-0.39732068,-0.45588209,-0.046703455,-0.46534815,-0.46203449,0.088710444,-0.42577215,-0.42134542,-0.065707756,-0.55943018,-0.58562841,-0.20524257
